50112 50113 -1.24417 -0.0839157 3.09121 0 0 23 -20 17685 0   -1.24781 -0.0838699 3.09007	-1.23575 -0.0849286 3.08038	0 0 0	0 0 0 0 2 1 1 0 1 0 0  0 0 0
50314 50313 -1.26429 -0.0828939 3.09069 0 0 23 -7 17691 0   -1.26847 -0.0837257 3.0894	-1.25726 -0.0869051 3.08031	0 0 0	0 0 0 0 2 1 1 1 1 0 0  0 0 0
50550 50532 -1.27591 -0.0823167 3.1242 0 0.767945 42 -71 17333 1   -1.28009 -0.0831336 3.12291	-1.2732 -0.0827707 3.13359	0 0 0	0 0 0 0 2 1 0 0 1 0 0  0 0 0
50752 50732 -1.27369 -0.0820649 -2.84954 0 1.64061 47 -74 15445 1   -1.27787 -0.0828845 -2.85083	-1.26637 -0.0808199 -2.82972	0 0 0	0 0 0 0 2 1 0 0 1 0 0  0 0 0
50954 50954 -1.27354 -0.081966 -2.55656 0 1.16937 36 -72 13968 1   -1.27105 -0.0870069 -2.55784	-1.26346 -0.0918054 -2.5663	0 0 0	0 0 1404 0 2 1 0 0 1 0 0  0 0 0
51156 51154 -1.27361 -0.082027 -2.27238 0 1.48353 31 -67 12322 1   -1.26905 -0.0871755 -2.27367	-1.25051 -0.0881446 -2.28054	0 0 0	0 0 1187 0 2 1 0 0 1 0 0  0 0 0
51358 51354 -1.27362 -0.08202 -1.99883 0 1.39626 33 -64 10743 1   -1.26626 -0.087053 -2.00012	-1.24106 -0.0860148 -1.99906	0 0 0	0 0 1123 0 2 1 0 0 1 0 0  0 0 0
51560 51553 -1.27368 -0.0821895 -1.71749 0 1.309 37 -73 9139 1   -1.25617 -0.0879823 -1.71877	-1.23655 -0.0894509 -1.70742	0 0 0	0 0 1023 0 2 1 0 0 1 0 0  0 0 0
51762 51754 -1.27593 -0.109394 -1.66241 0 -0.488692 8 -7 8897 1   -1.25621 -0.110458 -1.6637	-1.25122 -0.0999877 -1.67565	0 0 0	0 0 933 0 2 1 0 0 1 0 0  0 0 0
51964 51953 -1.28366 -0.157261 -1.78199 0 -0.506145 22 -9 9591 1   -1.26297 -0.154545 -1.78327	-1.26159 -0.149466 -1.79305	0 0 0	0 0 1278 0 2 1 0 0 1 0 0  0 0 0
52166 52154 -1.28777 -0.174409 -1.86116 0 -0.593412 22 -18 10088 1   -1.26508 -0.17882 -1.86245	-1.26269 -0.187248 -1.8798	0 0 0	0 0 1375 0 2 1 0 0 1 0 0  0 0 0
52368 52354 -1.28272 -0.158451 -1.86731 0 -0.0174533 32 -15 10124 0   -1.26311 -0.165981 -1.86877	-1.26703 -0.169916 -1.87757	0 0 0	0 0 1325 0 2 1 1 1 1 0 0  0 0 0
52570 52554 -1.28143 -0.154257 -1.77352 0 0.811578 30 -6 9489 1   -1.25869 -0.164069 -1.77498	-1.25589 -0.166117 -1.75543	0 0 0	0 0 1580 0 2 1 0 0 1 0 0  0 0 0
52806 52794 -1.28156 -0.155318 -1.55251 0 0.907571 17 -16 8174 1   -1.26183 -0.164387 -1.55397	-1.25793 -0.162529 -1.52955	0 0 0	0 0 2417 0 2 1 0 0 1 0 0  0 0 0
53008 52994 -1.28019 -0.168668 -1.42875 0 0.628319 8 -18 7474 1   -1.2539 -0.171546 -1.43021	-1.25279 -0.170499 -1.41395	0 0 0	0 0 2566 0 2 1 0 0 1 0 0  0 0 0
53210 53194 -1.27638 -0.198943 -1.49373 0 -0.829031 -17 9 7937 1   -1.25282 -0.212845 -1.49519	-1.25329 -0.214799 -1.51201	0 0 0	0 0 2548 0 2 1 0 0 1 0 0  0 0 0
53412 53394 -1.27656 -0.229169 -1.64579 0 -0.820305 -8 8 8903 1   -1.25471 -0.244674 -1.64725	-1.25506 -0.245006 -1.66663	0 0 0	0 0 2486 0 2 1 0 0 1 0 0  0 0 0
53648 53634 -1.28081 -0.254568 -1.83194 0 -0.898845 0 15 10039 1   -1.2671 -0.28031 -1.8334	-1.26744 -0.28074 -1.8696	0 0 0	0 0 2879 0 2 1 0 0 1 0 0  0 0 0
53883 53874 -1.28192 -0.258077 -1.62602 0 1.8675 32 -22 8618 1   -1.25452 -0.286085 -1.62748	-1.25332 -0.286285 -1.60509	0 0 0	0 0 2758 0 2 1 0 0 1 0 0  0 0 0
54085 54074 -1.28204 -0.256564 -1.32811 0 1.23918 9 -26 6870 1   -1.25142 -0.276798 -1.32957	-1.25142 -0.276798 -1.30524	0 0 0	0 0 3142 0 2 1 0 0 1 0 0  0 0 0
54287 54274 -1.28223 -0.256062 -1.06869 0 1.4748 1 -37 5370 1   -1.24571 -0.271337 -1.07015	-1.24571 -0.271337 -1.03448	0 0 0	0 0 3533 0 2 1 0 0 1 0 0  0 0 0
54489 54474 -1.28217 -0.25613 -0.789671 0 1.32645 -8 -48 3768 1   -1.24585 -0.270322 -0.791131	-1.24764 -0.260574 -0.752534	0 0 0	0 0 4486 0 2 1 0 0 1 0 0  0 0 0
54691 54674 -1.28218 -0.25614 -0.511496 0 1.40499 -10 -67 1984 1   -1.24585 -0.268146 -0.512957	-1.24583 -0.248463 -0.468768	0 0 0	0 0 4475 0 2 1 0 0 1 0 0  0 0 0
54893 54874 -1.2821 -0.256179 -0.234164 0 1.39626 -10 -75 391 1   -1.24669 -0.265261 -0.235624	-1.25493 -0.238949 -0.190416	0 0 0	0 0 4348 0 2 1 0 0 1 0 0  0 0 0
55095 55094 -1.26673 -0.256759 0.0140891 0 0.575959 -6 -79 -836 1   -1.25401 -0.235796 0.0126288	-1.25401 -0.235796 0.0225603	0 0 0	0 0 5223 0 2 1 0 0 1 0 0  0 0 0
55297 55294 -1.20259 -0.254641 0.0322301 0 -0.0872665 1 -37 -915 0   -1.1973 -0.23861 0.0308617	-1.1973 -0.23861 0.0345325	0 0 0	0 0 5875 0 2 1 1 1 1 0 0  0 0 0
55499 55494 -1.13833 -0.25318 0.0149231 0 -0.0523599 0 -40 -825 0   -1.12861 -0.233119 0.0137049	-1.12861 -0.233119 0.0197521	0 0 0	0 0 6222 0 2 1 1 0 1 0 0  0 0 0
55701 55694 -1.07757 -0.252148 0.0173665 0 0.00872665 1 -41 -844 0   -1.06249 -0.23145 0.016305	-1.06249 -0.23145 0.0226659	0 0 0	0 0 6521 0 2 1 1 0 1 0 0  0 0 0
55903 55894 -1.01536 -0.251203 0.0114606 0 -0.0523599 10 -47 -807 0   -1.00162 -0.233396 0.010588	-1.00162 -0.233396 0.0183168	0 0 0	0 0 7977 0 2 1 1 1 1 0 0  0 0 0
56105 56094 -0.955033 -0.250894 -0.00130848 0 -0.0959931 22 -54 -723 0   -0.939603 -0.237559 -0.0020615	-0.939603 -0.237559 0.00287125	0 0 0	0 0 8407 0 2 1 1 0 1 0 0  0 0 0
56307 56294 -0.894886 -0.25159 -0.0199553 0 -0.10472 30 -47 -616 0   -0.879701 -0.23794 -0.0205852	-0.879701 -0.23794 -0.0154743	0 0 0	0 0 8485 0 2 1 1 0 1 0 0  0 0 0
56509 56494 -0.83386 -0.25316 -0.0252759 0 0.0523599 22 -45 -600 0   -0.811664 -0.23245 -0.0256634	-0.811664 -0.23245 -0.0155253	0 0 0	0 0 9192 0 2 1 1 0 1 0 0  0 0 0
56711 56694 -0.771124 -0.254328 -0.0139031 0 0.0436332 20 -34 -668 0   -0.75145 -0.23107 -0.0140455	-0.75145 -0.23107 -0.0037311	0 0 0	0 0 9668 0 2 1 1 0 1 0 0  0 0 0
56913 56893 -0.709186 -0.255057 -0.0126813 0 -0.00872665 28 -18 -661 0   -0.68894 -0.232171 -0.0126197	-0.68894 -0.232171 -0.0039722	0 0 0	0 0 9575 0 2 1 1 0 1 0 0  0 0 0
57115 57114 -0.641881 -0.256079 -0.017191 0 -0.00872665 24 -12 -643 0   -0.631208 -0.229229 -0.016921	-0.631208 -0.229229 -0.00804286	0 0 0	0 0 9847 0 2 1 1 0 1 0 0  0 0 0
57317 57314 -0.590151 -0.256927 -0.0169882 0 0.0261799 29 -6 -652 0   -0.569332 -0.230526 -0.0164517	-0.569332 -0.230526 -0.00502227	0 0 0	0 0 9456 0 2 1 1 0 1 0 0  0 0 0
57519 57514 -0.587373 -0.256949 -0.0965449 0 -0.951204 17 -13 -169 1   -0.554752 -0.236361 -0.0960084	-0.554752 -0.236361 -0.0929914	0 0 0	0 0 9721 0 2 1 0 0 1 0 0  0 0 0
57721 57714 -0.590698 -0.256266 -0.406926 0 -1.50971 30 -16 1674 1   -0.557203 -0.241876 -0.40639	-0.557203 -0.241876 -0.421149	0 0 0	0 0 9876 0 2 1 0 0 1 0 0  0 0 0
57923 57914 -0.590705 -0.256278 -0.673844 0 -1.28282 48 -18 3178 1   -0.55769 -0.242854 -0.673307	-0.562006 -0.251557 -0.688708	0 0 0	0 0 9935 0 2 1 0 0 1 0 0  0 0 0
58125 58114 -0.59057 -0.256395 -0.956936 0 -1.40499 62 -25 4808 1   -0.564097 -0.260803 -0.956399	-0.564097 -0.260803 -0.976323	0 0 0	0 0 9630 0 2 1 0 0 1 0 0  0 0 0
58327 58314 -0.590451 -0.256635 -1.2297 0 -1.35263 73 -39 6363 1   -0.56681 -0.264921 -1.22917	-0.56681 -0.264921 -1.24909	0 0 0	0 0 8462 0 2 1 0 0 1 0 0  0 0 0
58529 58514 -0.59013 -0.25957 -1.4806 0 -1.32645 70 -54 7909 1   -0.566628 -0.269053 -1.48006	-0.566628 -0.269053 -1.51335	0 0 0	0 0 8387 0 2 1 0 0 1 0 0  0 0 0
58731 58714 -0.587461 -0.295627 -1.46375 0 0.663225 68 -41 7557 0   -0.551122 -0.295663 -1.46279	-0.551122 -0.295663 -1.4463	0 0 0	0 0 8601 0 2 1 1 1 1 0 0  0 0 0
58933 58934 -0.579224 -0.344141 -1.35457 0 0.392699 63 -52 7008 1   -0.541431 -0.346117 -1.35361	-0.541431 -0.346117 -1.34762	0 0 0	0 0 9351 0 2 1 0 0 1 0 0  0 0 0
59135 59134 -0.568974 -0.383828 -1.2895 0 0.357792 67 -33 6640 1   -0.529645 -0.381423 -1.28854	-0.529645 -0.381423 -1.28281	0 0 0	0 0 9266 0 2 1 0 0 1 0 0  0 0 0
59337 59334 -0.559844 -0.4122 -1.24124 0 0.287979 69 -17 6237 1   -0.519852 -0.408401 -1.24028	-0.519852 -0.408401 -1.21338	0 0 0	0 0 10074 0 2 1 0 0 1 0 0  0 0 0
59539 59534 -0.558056 -0.417457 -1.42292 0 -1.55334 50 -28 7451 1   -0.529132 -0.419396 -1.42196	-0.529132 -0.419396 -1.43341	0 0 0	0 0 8830 0 2 1 0 0 1 0 0  0 0 0
59741 59734 -0.557793 -0.414786 -1.74958 0 -1.5708 54 -40 9333 1   -0.53436 -0.423345 -1.74862	-0.53436 -0.423345 -1.76802	0 0 0	0 0 9364 0 2 1 0 0 1 0 0  0 0 0
59943 59934 -0.557961 -0.415108 -2.01879 0 -1.309 59 -45 10856 1   -0.539599 -0.418969 -2.01784	-0.539599 -0.418969 -2.03549	0 0 0	0 0 10108 0 2 1 0 0 1 0 0  0 0 0
60145 60134 -0.55795 -0.415114 -2.29735 0 -1.38754 51 -45 12458 1   -0.540004 -0.418812 -2.29639	-0.543747 -0.417339 -2.31849	0 0 0	0 0 10638 0 2 1 0 0 1 0 0  0 0 0
60347 60334 -0.558076 -0.415242 -2.57183 0 -1.41372 56 -47 14029 1   -0.548651 -0.411851 -2.57087	-0.548651 -0.411851 -2.60269	0 0 0	0 0 12232 0 2 1 0 0 1 0 0  0 0 0
60549 60534 -0.557994 -0.415209 -2.84957 0 -1.37881 60 -56 15624 1   -0.54886 -0.411611 -2.84861	-0.551473 -0.409742 -2.88089	0 0 0	0 0 12685 0 2 1 0 0 1 0 0  0 0 0
60751 60734 -0.564423 -0.415621 -3.12268 0 -1.29154 52 -54 17331 1   -0.54811 -0.411524 -3.12173	-0.54811 -0.411524 3.13062	0 0 0	0 0 12810 0 2 1 0 0 1 0 0  0 0 0
60953 60934 -0.602306 -0.41347 3.0687 0 -0.0261799 58 -46 17667 1   -0.58105 -0.406592 3.06966	-0.58105 -0.406592 3.06923	0 0 0	0 0 13571 0 2 1 0 0 1 0 0  0 0 0
61155 61154 -0.679242 -0.408987 3.09604 0 0.1309 64 -47 17505 1   -0.655403 -0.403601 3.097	-0.655403 -0.403601 3.09819	0 0 0	0 0 13983 0 2 1 0 0 1 0 0  0 0 0
61357 61354 -0.735332 -0.407065 3.11318 0 0.0698132 54 -24 17414 0   -0.708334 -0.407471 3.1141	-0.708334 -0.407471 3.11316	0 0 0	0 0 13931 0 2 1 1 0 1 0 0  0 0 0
61559 61554 -0.800299 -0.405515 3.12187 0 0.0349066 64 -34 17373 0   -0.777655 -0.40028 3.12272	-0.777655 -0.40028 3.11997	0 0 0	0 0 14608 0 2 1 1 0 1 0 0  0 0 0
61761 61754 -0.86187 -0.404254 3.12088 0 -0.00872665 61 -25 17377 0   -0.834968 -0.399622 3.12164	-0.834968 -0.399622 3.11869	0 0 0	0 0 14098 0 2 1 1 0 1 0 0  0 0 0
61963 61954 -0.922723 -0.402905 3.11812 0 -0.0174533 55 -36 17386 0   -0.900772 -0.403903 3.11883	-0.900772 -0.403903 3.11718	0 0 0	0 0 14347 0 2 1 1 0 1 0 0  0 0 0
62165 62154 -0.982947 -0.401482 3.11928 0 0.0349066 44 -35 17385 0   -0.960201 -0.408262 3.11993	-0.960201 -0.408262 3.11741	0 0 0	0 0 14443 0 2 1 1 0 1 0 0  0 0 0
62367 62354 -1.01177 -0.400974 3.12684 0 0.00872665 47 -44 17334 0   -0.987063 -0.409661 3.1275	-0.987063 -0.409661 3.12793	0 0 0	0 0 14578 0 2 1 1 0 1 0 0  0 0 0
62569 62575 -1.04336 -0.400591 3.12978 0 0.0174533 50 -56 17322 0   -1.02112 -0.404843 3.13039	-1.02112 -0.404843 3.1287	0 0 0	0 0 14872 0 2 1 1 0 1 0 0  0 0 0
62771 62754 -1.06941 -0.400264 3.12786 0 -0.0174533 54 -66 17335 0   -1.05128 -0.404646 3.12841	-1.05128 -0.404646 3.12605	0 0 0	0 0 14570 0 2 1 1 0 1 0 0  0 0 0
62973 62980 -1.10261 -0.399765 3.12559 0 0 46 -65 17349 0   -1.08112 -0.406361 3.12608	-1.08112 -0.406361 3.1239	0 0 0	0 0 14926 0 2 1 1 0 1 0 0  0 0 0
63175 63174 -1.13232 -0.399292 3.12629 0 0.0261799 44 -68 17343 0   -1.1107 -0.406837 3.12675	-1.1107 -0.406837 3.12559	0 0 0	0 0 14105 0 2 1 1 0 1 0 0  0 0 0
63377 63374 -1.16168 -0.39887 3.12818 0 0.0174533 48 -64 17339 0   -1.13786 -0.408086 3.12857	-1.13786 -0.408086 3.12614	0 0 0	0 0 15033 0 2 1 1 0 1 0 0  0 0 0
63613 63594 -1.19444 -0.398434 3.12856 0 0 48 -48 17329 0   -1.16657 -0.406391 3.12891	-1.16657 -0.406391 3.12747	0 0 0	0 0 14692 0 2 1 1 0 1 0 0  0 0 0
63815 63814 -1.22729 -0.398012 3.12839 0 -0.00872665 53 -45 17330 0   -1.1949 -0.403088 3.12867	-1.1949 -0.403088 3.12617	0 0 0	0 0 15405 0 2 1 1 0 1 0 0  0 0 0
64017 64014 -1.25655 -0.397621 3.12821 0 0.00872665 53 -37 17332 0   -1.22264 -0.401115 3.12843	-1.22264 -0.401115 3.12586	0 0 0	0 0 15052 0 2 1 1 0 1 0 0  0 0 0
64219 64214 -1.28636 -0.397193 3.12647 0 -0.00872665 63 -49 17347 0   -1.25838 -0.402754 3.12661	-1.25838 -0.402754 3.12347	0 0 0	0 0 15016 0 2 1 1 0 1 0 0  0 0 0
64421 64414 -1.3158 -0.396711 3.12423 0 0 59 -51 17353 0   -1.28664 -0.403823 3.12432	-1.28664 -0.403823 3.12246	0 0 0	0 0 14703 0 2 1 1 0 1 0 0  0 0 0
64623 64614 -1.32726 -0.396533 -3.11612 0 0.575959 75 -129 17102 1   -1.30151 -0.408488 -3.11602	-1.30151 -0.408488 -3.11351	0 0 0	0 0 15337 0 2 1 0 0 1 0 0  0 0 0
64825 64814 -1.32486 -0.396264 -2.81093 0 1.66679 88 -116 15287 1   -1.28839 -0.417333 -2.81084	-1.28839 -0.417333 -2.7877	0 0 0	0 0 14356 0 2 1 0 0 1 0 0  0 0 0
65027 65014 -1.32503 -0.396325 -2.54262 0 1.23046 81 -98 13750 1   -1.27919 -0.422781 -2.54253	-1.27919 -0.422781 -2.51925	0 0 0	0 0 14166 0 2 1 0 0 1 0 0  0 0 0
65229 65214 -1.32517 -0.396444 -2.26133 0 1.44862 83 -76 12117 1   -1.27305 -0.417158 -2.26124	-1.27305 -0.417158 -2.23065	0 0 0	0 0 13407 0 2 1 0 0 1 0 0  0 0 0
65431 65414 -1.32517 -0.39644 -1.98441 0 1.39626 92 -56 10532 1   -1.27249 -0.416685 -1.98431	-1.26743 -0.412456 -1.95363	0 0 0	0 0 12214 0 2 1 0 0 1 0 0  0 0 0
65633 65613 -1.3252 -0.396524 -1.71054 0 1.37008 89 -39 8779 1   -1.272 -0.415869 -1.71044	-1.26736 -0.407769 -1.67661	0 0 0	0 0 11565 0 2 1 0 0 1 0 0  0 0 0
65835 65834 -1.32736 -0.428401 -1.65555 0 -0.628319 76 -9 8700 1   -1.28106 -0.426726 -1.65545	-1.28106 -0.426726 -1.65684	0 0 0	0 0 12261 0 2 1 0 0 1 0 0  0 0 0
